id,evento_id,usuario_id,cantidad,total,estado,preference_id,payment_id,creada_en,usada,transferida,payment_order_id,email_comprador,nombre_comprador,apellido_comprador,telefono_comprador,expira_en
1,9,2,1,5000.0,pagada,GA-F95642FD851D,,2026-04-13 14:50:26.201877,0,0,,,,,,
2,9,2,1,5000.0,pagada,GA-392F760680A1,,2026-04-13 15:02:52.377420,0,0,,,,,,
3,9,2,1,5000.0,pagada,GA-B690EDA5AC12,,2026-04-13 15:05:47.049728,0,0,,,,,,
110,13,2,1,15.0,expirada,,,2026-05-18 17:58:45.429060,0,0,QR-1779127128-3651,,,,,2026-05-18 18:18:45.690366
124,13,,1,15.0,expirada,,,2026-05-19 21:20:17.645706,0,0,QR-INV-1779225618-4338,guillermo.quiroga@gmail.com,Guillermo,Quiroga,456413212313,2026-05-19 21:40:17.562865
98,13,,1,15.0,pagada,GA-XPKNE7QIO3,,2026-05-14 19:01:10.281717,0,0,QR-INV-1778785271-2482,independiente_rivadavia@hotmail.com,Pepito,Honguito,2615362993,
112,6,1,1,72000.0,expirada,,,2026-05-18 18:28:13.744732,0,0,QR-1779128896-4427,,,,,2026-05-18 18:48:14.008612
100,13,,1,15.0,pagada,GA-OKQXPAM89J,,2026-05-14 19:28:21.931463,0,0,QR-INV-1778786903-4519,independiente_rivadavia@hotmail.com,Guillermo,Quiroga,2615362993,
96,13,,1,15.0,expirada,,,2026-05-14 17:16:25.769964,0,0,QR-INV-1778778987-9243,guilles10@yahoo.com.ar,Pepito,Honguito,2615362993,
114,13,,1,15.0,expirada,,,2026-05-19 18:03:10.651843,0,0,QR-INV-1779213791-1085,guillermo.quiroga@gmail.com,Guillermo,Quiroga,25866585,2026-05-19 18:23:10.564823
102,13,,1,15.0,pagada,GA-LHRE7AP73T,,2026-05-15 16:21:56.352482,0,0,QR-INV-1778862117-7715,guillermo.quiroga@gmail.com,Guillermo,Quiroga,12345678,2026-05-15 16:41:56.268470
104,13,,1,15.0,expirada,,,2026-05-15 19:12:48.697057,0,0,QR-INV-1778872370-8688,guillermo.quiroga@gmail.com,Guillermo,Quiroga,123456789,2026-05-15 19:32:48.611532
116,13,,1,15.0,expirada,,,2026-05-19 18:27:14.105261,0,0,QR-INV-1779215235-3513,guillermo.quiroga@gmail.com,Guillermo,Quiroga,44324324234223,2026-05-19 18:47:14.015585
106,9,,1,1.05,pagada,GA-DJ4O6YYN3Q,,2026-05-15 19:24:49.733143,0,0,,guillermo.quiroga@gmail.com,Guillermo,Quiroga,123456783,2026-05-15 19:44:49.648425
126,13,,1,15.0,expirada,,,2026-05-19 21:57:50.902491,0,0,QR-INV-1779227872-7540,guillermo.quiroga@gmail.com,Guillermo,Quiroga,645645645645654,2026-05-19 22:17:50.819098
108,13,,1,15.0,pagada,GA-1WXFO56K1O,,2026-05-15 20:17:44.877258,0,0,,guillermo.quiroga@gmail.com,Guillermo,Quiroga,132165464,2026-05-15 20:37:44.792635
15,13,2,1,1.0,pagada,GA-S0GIIDFS3Z,,2026-04-17 18:46:52.785273,1,0,,,,,,
5,9,2,1,1.0,pagada,GA-690370,,2026-04-13 17:56:10.430293,0,0,,,,,,
6,9,2,1,1.0,pagada,GA-209026,,2026-04-13 17:58:25.871901,0,0,,,,,,
7,9,2,1,1.0,pagada,GA-585668,,2026-04-13 18:08:40.259170,0,0,,,,,,
4,9,2,1,1.0,pagada,GA-XB3IHRH9KK,,2026-04-13 15:47:27.158170,0,0,,,,,,
118,13,,1,15.0,expirada,,,2026-05-19 18:56:09.626713,0,0,QR-INV-1779216970-9448,guillermo.quiroga@gmail.com,Guillermo,Quiroga,432423432423423,2026-05-19 19:16:09.540305
134,14,,1,15.0,expirada,1921694-cebe6a8f-5468-44ae-84a0-6d3febf60841,,2026-05-22 20:25:01.376647,0,0,,guillermo.quiroga@hotmail.com,Fffr,Tu bthr,28148484818,2026-05-22 20:45:01.285935
120,13,,1,15.0,expirada,,,2026-05-19 19:25:19.004363,0,0,QR-INV-1779218720-5661,guillermo.quiroga@gmail.com,Guillermo,Quiroga,7676575675,2026-05-19 19:45:18.916736
14,9,2,1,1.0,pagada,GA-Y6VR7DFSMA,,2026-04-13 19:46:00.584327,1,0,,,,,,
16,13,2,1,1.0,pagada,GA-3L5BYAIOLR,,2026-04-17 19:35:35.295071,0,0,,,,,,
128,13,,1,15.0,expirada,,,2026-05-19 22:05:24.482148,0,0,QR-INV-1779228325-6069,guillermo.quiroga@gmail.com,Guillermo,Quiroga,324353453453,2026-05-19 22:25:24.394000
18,13,2,1,1.0,pagada,GA-GOA0P5GIQJ,,2026-04-20 18:04:03.579835,0,0,,,,,,
122,13,,1,15.0,expirada,,,2026-05-19 21:11:04.547647,0,0,QR-INV-1779225065-8467,guillermo.quiroga@gmail.com,Guillermo,Quiroga,242342342342,2026-05-19 21:31:04.462165
133,14,,1,15.0,expirada,,,2026-05-22 20:24:56.819572,0,0,,guillermo.quiroga@hotmail.com,Fffr,Tu bthr,28148484818,2026-05-22 20:44:56.729155
130,13,,1,15.0,expirada,,,2026-05-22 18:07:17.513029,0,0,QR-INV-1779473238-2638,guillermo.quiroga@gmail.com,Guillermo,Quiroga,123146546,2026-05-22 18:27:17.428624
17,13,2,1,1.0,pagada,GA-H0C9XF1IM0,,2026-04-20 18:00:45.456473,0,0,,,,,,
26,13,2,1,1.0,pagada,GA-RZQDYXT80H,,2026-05-07 15:51:22.300513,0,0,,,,,,
27,13,2,1,10.0,pagada,GA-BDN97K8TQB,,2026-05-07 17:21:50.850966,0,0,,,,,,
137,14,,1,15.0,expirada,,,2026-05-22 20:51:29.973189,0,0,,guillermo.quiroga@gmail.com,Hhh,Vvv,28668556666,2026-05-22 21:11:29.889087
138,14,,1,15.0,expirada,,,2026-05-22 20:51:34.395094,0,0,QR-INV-1779483095-6267,guillermo.quiroga@gmail.com,Hhh,Vvv,28668556666,2026-05-22 21:11:34.311110
72,13,1,1,15.0,pagada,GA-H0F13VTBIE,,2026-05-08 21:56:13.178980,0,0,,,,,,
73,13,1,1,15.0,pagada,GA-R36Y694NZQ,,2026-05-08 21:58:04.921399,0,0,,,,,,
74,13,1,1,15.0,pagada,GA-BGPMK9PW0L,,2026-05-08 22:05:34.274230,0,0,,,,,,
76,13,1,1,15.0,pagada,GA-1ZKR5VKDSX,,2026-05-11 15:00:46.190644,0,0,,,,,,
79,9,2,1,1.05,pagada,GA-RYL0I7WFK4,,2026-05-11 15:45:30.078293,0,0,,,,,,
77,9,1,1,1.05,pagada,GA-CQQFGU3A38,,2026-05-11 15:24:59.432860,0,0,,,,,,
84,13,2,1,15.0,pagada,GA-JGB199U2B0,,2026-05-11 18:55:44.660947,0,0,,,,,,
78,9,1,1,1.05,pagada,GA-WFR36MXFJV,,2026-05-11 15:25:12.260213,0,0,,,,,,
85,13,2,1,15.0,pagada,GA-G5XL8YRR0R,,2026-05-11 19:10:28.836119,0,0,,,,,,
86,13,1,1,15.0,pagada,GA-DKOPDFYFUX,,2026-05-11 23:40:44.625527,0,0,,,,,,
87,13,1,1,15.0,pagada,GA-V3ODBG4EWZ,,2026-05-12 00:02:56.040799,0,0,,,,,,
88,13,1,1,15.0,pagada,GA-9BR1Q0O7VD,,2026-05-12 00:14:04.459546,0,0,QR-1778544847-8159,,,,,
89,13,1,1,15.0,pagada,GA-YYSCEZAW1E,,2026-05-12 00:23:48.791605,0,0,QR-1778545431-2682,,,,,
125,13,,1,15.0,expirada,,,2026-05-19 21:33:34.475631,0,0,QR-INV-1779226415-9340,guillermo.quiroga@gmail.com,Guillermo,Quiroga,434554353454353,2026-05-19 21:53:34.391051
99,13,,1,15.0,pagada,GA-SO001S1HSM,,2026-05-14 19:16:57.416890,0,0,QR-INV-1778786218-1822,independiente_rivadavia@hotmail.com,Juan,Leyrado,2615362993,
97,13,,1,15.0,expirada,,,2026-05-14 18:00:37.659013,0,0,QR-INV-1778781638-5069,aaaa@gmail.com,aaa,aaa,12345678,
90,13,2,1,15.0,pagada,GA-QWV0OBS1UF,,2026-05-12 14:45:27.113062,0,0,QR-1778597130-1133,,,,,
123,13,,1,15.0,expirada,,,2026-05-19 21:16:05.543359,0,0,QR-INV-1779225366-4501,guillermo.quiroga@gmail.com,Guillermo,Quiroga,346456546456,2026-05-19 21:36:05.458100
101,13,,3,45.0,expirada,,,2026-05-15 16:21:25.919019,0,0,QR-INV-1778862087-2366,guillermo.quiroga@gmail.com,Guillermo,Quiroga,423423423423,2026-05-15 16:41:25.834910
92,13,2,1,15.0,pagada,GA-L3NMK6OH1P,,2026-05-12 15:06:42.323465,0,0,QR-1778598405-2260,,,,,
103,13,,1,15.0,expirada,,,2026-05-15 19:10:46.335221,0,0,QR-INV-1778872247-3505,guillermo.quiroga@gmail.com,Guillermo,Quiroga,12345687,2026-05-15 19:30:46.250981
93,13,2,1,15.0,pagada,GA-8ZW0I11BI1,,2026-05-12 17:42:41.131924,0,0,QR-1778607764-3727,,,,,
94,13,2,1,15.0,pagada,GA-LTMPTG43DM,,2026-05-12 17:50:02.744925,0,0,QR-1778608205-1672,,,,,
105,13,,1,15.0,expirada,,,2026-05-15 19:14:17.977588,0,0,QR-INV-1778872459-4075,guillermo.quiroga@gmail.com,Guillermo,Quiroga,312356454,2026-05-15 19:34:17.892728
95,13,2,1,15.0,pagada,GA-S835OWSL9I,,2026-05-12 17:53:08.591594,0,0,QR-1778608391-3714,,,,,
127,13,,1,15.0,expirada,,,2026-05-19 22:04:39.465419,0,0,QR-INV-1779228280-9163,guillermo.quiroga@gmail.com,Guillermo,Quiroga,3425345345345,2026-05-19 22:24:39.376029
107,9,,1,1.0,pagada,GA-AOKDSRR2GL,,2026-05-15 20:07:25.857501,0,0,,guillermo.quiroga@gmail.com,Guillermo,Quiroga,14177574,2026-05-15 20:27:25.772938
109,13,,1,15.0,expirada,,,2026-05-18 17:43:08.710229,0,0,QR-INV-1779126190-4726,guillermo.quiroga@gmail.com,Guillermo,Quiroga,432423423423,2026-05-18 18:03:08.624840
111,6,1,1,72000.0,expirada,,,2026-05-18 18:27:05.859443,0,0,,,,,,2026-05-18 18:47:06.123327
113,13,2,1,15.0,expirada,,,2026-05-18 23:21:08.399291,0,0,,,,,,2026-05-18 23:41:08.660910
129,13,,1,15.0,expirada,,,2026-05-19 22:08:38.758806,0,0,QR-INV-1779228520-2911,guillermo.quiroga@gmail.com,Guillermo,Quiroga,1354564646,2026-05-19 22:28:38.671204
